enterprise_value,signing_date,industry_sector,client_name,target_inc_country,percentage_to_be_sold
150000,2021-12-31,finance,Kilgallon Inc,JAM,48
51000,2022-07-07,manufacturing,Mccann GmbH,NAM,62
24000,2026-04-01,manufacturing,Aaberg PLC,KHM,1
134000,2021-12-31,manufacturing,Clarence International,LUX,89
189000,2026-04-01,creative,Fultz GmbH,MAF,96
77000,2022-07-07,retail,Downs GmbH,MAC,75
70000,2022-07-07,finance,Atkinson Ltd,ISR,38
48000,2023-01-01,retail,Fleming SA,MDG,56
112000,2021-12-31,retail,Tague GmbH,MDA,38
31000,2022-10-11,creative,Woodard PLC,MAF,40
47000,2021-12-31,infrastructure,Blandon GmbH,SAU,33
127000,2023-01-01,creative,Stratter Ltd,THA,90
64000,2026-04-01,creative,Benjamen International,GUF,8
16000,2022-10-11,creative,Jackson SA,SSD,57
45000,2022-10-11,retail,Pryce GmbH,FRO,53
80000,2023-01-01,creative,Jaillet SA,CPV,7
151000,2026-04-01,retail,Harker International,PSE,14
98000,2021-12-31,creative,Hebert PLC,SGP,99
84000,2021-12-31,finance,Neighbors Ltd,PNG,51
79000,2021-12-31,retail,Moore GmbH,GEO,78
35000,2022-07-07,creative,Colon Inc,LBR,14
148000,2021-12-31,finance,Laduke SA,SYR,17
137000,2021-12-31,finance,Crume GmbH,FLK,82
136000,2022-10-11,creative,Alway SA,GRC,45
185000,2023-01-01,manufacturing,Johnson Ltd,SLV,28
59000,2023-01-01,infrastructure,Adkins GmbH,DJI,69
132000,2022-07-07,finance,Cintron GmbH,URY,65
77000,2021-12-31,manufacturing,Wallace GmbH,FRA,5
168000,2022-10-11,retail,Hayton GmbH,MSR,81
84000,2026-04-01,finance,Fletcher Inc,UKR,17
118000,2022-10-11,infrastructure,Free Ltd,DJI,96
174000,2022-07-07,retail,Trejo SA,PRT,59
103000,2022-07-07,infrastructure,Bradley International,FLK,42
115000,2026-04-01,finance,Mccune PLC,PRI,20
92000,2022-07-07,finance,Coffey International,KHM,70
155000,2021-12-31,retail,Kline SA,TJK,8
181000,2026-04-01,creative,Lane Inc,LVA,11
92000,2026-04-01,creative,Bowles International,IRQ,64
34000,2022-07-07,manufacturing,Mohamed SA,ABW,1
52000,2022-10-11,finance,Thomas GmbH,HTI,32
34000,2022-07-07,creative,Vang PLC,PAK,56
19000,2026-04-01,manufacturing,Pettner Inc,GAB,10
69000,2023-01-01,manufacturing,Ross SA,SRB,13
36000,2021-12-31,infrastructure,Rzeczycki Inc,SHN,61
196000,2026-04-01,retail,Dill Ltd,MAC,91
127000,2023-01-01,creative,Thompson International,CAF,20
40000,2021-12-31,retail,Smith Ltd,DZA,95
38000,2023-01-01,creative,Tapia Ltd,CAN,69
193000,2023-01-01,infrastructure,Mares Ltd,FSM,80
189000,2022-07-07,infrastructure,Thorne Inc,AND,36
40000,2022-07-07,manufacturing,Woodson GmbH,LVA,50
198000,2022-07-07,infrastructure,Lukach PLC,STP,69
118000,2021-12-31,creative,Thompson International,NFK,13
143000,2026-04-01,infrastructure,Chiasson International,CHL,91
53000,2022-07-07,finance,Jarmon International,TTO,29
152000,2022-07-07,finance,Hines Inc,GBR,51
117000,2023-01-01,finance,Greco International,PRT,93
161000,2026-04-01,manufacturing,June PLC,URY,85
58000,2023-01-01,finance,Gomez International,NRU,68
54000,2023-01-01,finance,Compton International,KAZ,52
163000,2026-04-01,creative,Mckeithan GmbH,GIN,20
194000,2021-12-31,creative,Chunn International,ATA,85
67000,2026-04-01,infrastructure,Bench Inc,MTQ,72
12000,2022-07-07,retail,Wood PLC,CXR,77
84000,2023-01-01,creative,Salmon SA,LAO,19
186000,2023-01-01,infrastructure,Mcgee Ltd,KGZ,1
86000,2021-12-31,creative,Nicholas Inc,SOM,68
191000,2022-07-07,finance,Caldwell International,GMB,80
186000,2023-01-01,manufacturing,Baker Ltd,TLS,19
177000,2022-10-11,infrastructure,Reeder Ltd,SOM,44
4000,2022-07-07,manufacturing,Clapper PLC,MRT,38
40000,2021-12-31,manufacturing,Staley Inc,MMR,36
68000,2022-07-07,finance,Shoup Ltd,OMN,54
123000,2022-10-11,creative,Marnell PLC,MDV,8
14000,2022-10-11,creative,Dinatale GmbH,SSD,44
24000,2022-10-11,creative,Ross Inc,TKL,18
125000,2022-07-07,retail,Walk GmbH,BOL,45
27000,2026-04-01,manufacturing,Allbee PLC,HUN,1
93000,2023-01-01,infrastructure,Hayes International,AUS,90
165000,2022-07-07,finance,Mitchell GmbH,BVT,2
93000,2026-04-01,retail,Chambers Ltd,NCL,25
51000,2021-12-31,manufacturing,Gonzales PLC,FRO,88
6000,2022-10-11,infrastructure,Brown SA,GMB,79
186000,2026-04-01,manufacturing,Calogero International,JAM,60
90000,2023-01-01,infrastructure,Roberge PLC,PLW,42
102000,2022-07-07,creative,Hobbs Ltd,LIE,34
30000,2021-12-31,manufacturing,Goldberg PLC,JOR,15
82000,2022-07-07,retail,Garza GmbH,TUN,73
140000,2023-01-01,creative,Brown Ltd,MLT,50
181000,2022-10-11,creative,Kim SA,PAK,70
198000,2023-01-01,retail,Caraway GmbH,SYR,67
174000,2022-07-07,finance,Giglio Ltd,VUT,13
103000,2023-01-01,manufacturing,Collins SA,FJI,20
7000,2022-10-11,retail,Ross PLC,GHA,68
181000,2021-12-31,finance,Thomas International,PRI,4
35000,2022-10-11,manufacturing,Walkner SA,KGZ,92
178000,2022-10-11,finance,Brown International,SXM,73
184000,2026-04-01,infrastructure,Kreitzer Inc,ROU,32
89000,2022-07-07,infrastructure,Jensen PLC,CZE,44
169000,2022-07-07,finance,Bezio SA,BEN,90
97000,2022-07-07,infrastructure,Briggs PLC,GIN,45
133000,2022-07-07,finance,Dahl SA,SSD,93
8000,2023-01-01,manufacturing,Simmons PLC,SLB,1
89000,2022-10-11,finance,Davis International,JPN,44
68000,2022-07-07,manufacturing,Logue Ltd,ISR,47
57000,2021-12-31,creative,Baez Inc,SXM,12
21000,2022-10-11,infrastructure,Miller Ltd,TKM,51
109000,2022-10-11,infrastructure,Hodgkins Inc,UZB,41
6000,2021-12-31,manufacturing,Keaton Inc,PCN,56
73000,2022-10-11,infrastructure,Hudson International,AND,29
106000,2022-07-07,manufacturing,Washington PLC,LAO,37
59000,2022-10-11,finance,Parker SA,KAZ,71
87000,2023-01-01,finance,Cofer PLC,URY,30
89000,2021-12-31,finance,Clements Ltd,ARM,28
17000,2022-10-11,retail,Hayes PLC,BES,1
59000,2022-07-07,retail,Beaty GmbH,DNK,66
75000,2022-07-07,retail,Warrington Ltd,MYT,85
63000,2022-07-07,finance,Cuevas International,GNB,92
187000,2023-01-01,retail,Kerr SA,NCL,29
194000,2023-01-01,creative,Santiago GmbH,NFK,21
142000,2026-04-01,creative,Lopez GmbH,LCA,94
16000,2023-01-01,creative,Thomas SA,BRA,14
1000,2023-01-01,manufacturing,Eichelberger Inc,HMD,48
161000,2022-10-11,infrastructure,Smith Inc,PRK,5
189000,2026-04-01,retail,Jarzombek International,GEO,66
175000,2022-07-07,retail,Wong GmbH,MUS,65
84000,2023-01-01,manufacturing,Bray Ltd,TKL,29
22000,2023-01-01,manufacturing,Vitale PLC,BHS,12
127000,2026-04-01,creative,Pigg GmbH,GTM,7
12000,2026-04-01,creative,Clark GmbH,ISL,90
133000,2021-12-31,finance,Mcgowan Ltd,SWE,4
175000,2021-12-31,retail,Noel Ltd,MNP,44
100000,2026-04-01,infrastructure,Butler Ltd,GNB,41
94000,2022-10-11,creative,Villanueva International,BDI,55
0000,2026-04-01,creative,Medrano International,BDI,58
54000,2023-01-01,finance,Brand PLC,BTN,54
195000,2022-07-07,finance,Newton International,CIV,71
144000,2022-10-11,finance,Vaugh International,MTQ,17
58000,2023-01-01,manufacturing,Holloway International,SDN,93
16000,2026-04-01,retail,Elder GmbH,DNK,10
76000,2023-01-01,retail,Laclair Ltd,CHL,13
49000,2023-01-01,retail,Schaeffer GmbH,KGZ,78
33000,2021-12-31,manufacturing,Boyd PLC,UZB,37
188000,2022-07-07,creative,White Ltd,GRL,89
165000,2023-01-01,creative,Hibert SA,AZE,90
64000,2022-07-07,manufacturing,Kyle GmbH,BEN,30
100000,2022-07-07,infrastructure,Thompson International,DMA,55
128000,2022-10-11,retail,Scott SA,ESP,67
117000,2023-01-01,finance,Head Inc,ISL,3
132000,2023-01-01,manufacturing,Clemente PLC,MDG,33
126000,2022-07-07,finance,Simpson Inc,HTI,60
192000,2022-07-07,retail,Hall International,ZAF,83
196000,2026-04-01,finance,Eplin Inc,ZAF,46
115000,2026-04-01,retail,Deluna GmbH,AZE,7
3000,2023-01-01,infrastructure,Seide PLC,CPV,47
53000,2022-07-07,retail,Wackman International,AFG,29
59000,2022-10-11,creative,Hervey Ltd,GIN,55
79000,2023-01-01,manufacturing,Deck SA,IMN,24
85000,2026-04-01,creative,Ellenburg PLC,TJK,74
171000,2026-04-01,creative,Sells PLC,DJI,68
169000,2022-07-07,creative,Langston GmbH,ALB,18
86000,2021-12-31,manufacturing,Beck Inc,UMI,48
196000,2026-04-01,finance,Runkle International,LCA,94
103000,2023-01-01,infrastructure,Desantis International,MKD,6
45000,2023-01-01,creative,Rogers Ltd,GUM,22
43000,2021-12-31,manufacturing,Burge Ltd,ZAF,10
101000,2022-10-11,manufacturing,Boland PLC,STP,51
88000,2026-04-01,finance,Shappell SA,PRI,65
136000,2022-10-11,finance,Erickson International,MNE,47
41000,2021-12-31,manufacturing,Hawes SA,NRU,50
192000,2021-12-31,manufacturing,Rogan SA,GLP,37
14000,2026-04-01,retail,Mcmillan Inc,FLK,62
28000,2022-07-07,creative,Goodrich SA,PRY,16
33000,2022-10-11,manufacturing,Wright Inc,BLR,91
73000,2022-07-07,infrastructure,Rentfro PLC,KGZ,4
187000,2022-07-07,infrastructure,Walker Inc,SXM,99
103000,2023-01-01,creative,Graham Inc,ALB,39
123000,2022-10-11,manufacturing,Coleman GmbH,LAO,26
9000,2023-01-01,manufacturing,Marmolejo Inc,BLM,43
53000,2022-07-07,creative,James PLC,JPN,76
157000,2022-10-11,creative,Leach PLC,PRI,23
168000,2022-07-07,manufacturing,Higgins Inc,GUY,69
10000,2026-04-01,finance,Castellanos GmbH,GUM,87
4000,2022-10-11,finance,Kellam SA,BOL,79
9000,2021-12-31,finance,Pitts International,SXM,42
160000,2021-12-31,retail,Perez SA,GGY,3
69000,2022-10-11,infrastructure,Armitage SA,CUW,41
83000,2022-07-07,retail,Shrader International,SAU,24
147000,2023-01-01,finance,Smith International,BEL,80
27000,2021-12-31,finance,Rathbum Inc,CUW,28
68000,2026-04-01,manufacturing,Bertozzi Ltd,GNQ,71
108000,2022-07-07,finance,Taylor Ltd,MNG,18
118000,2022-10-11,finance,Beard Inc,YEM,51
191000,2023-01-01,retail,Smith Inc,MOZ,30
19000,2022-10-11,manufacturing,Dansby Inc,PAN,76
185000,2022-07-07,creative,Nelson Inc,AIA,100
99000,2022-07-07,infrastructure,Pallan SA,PSE,3
62000,2022-10-11,finance,Krueger SA,GIB,65
108000,2022-07-07,retail,Webster Ltd,GTM,85
162000,2021-12-31,finance,Perigo GmbH,THA,41
197000,2022-07-07,finance,Gann GmbH,GTM,37
61000,2021-12-31,infrastructure,Cox Ltd,CYM,22
132000,2026-04-01,manufacturing,Sims Ltd,ZWE,40
3000,2022-07-07,retail,Lenoir PLC,SGS,11
91000,2022-07-07,retail,Mcrae SA,ESP,30
115000,2023-01-01,creative,Nelson GmbH,WSM,71
21000,2021-12-31,manufacturing,Clodfelter Ltd,BDI,31
137000,2022-10-11,retail,Wages Inc,MYS,21
82000,2023-01-01,retail,Wickline SA,ROU,30
9000,2022-10-11,manufacturing,Nichols International,BOL,92
67000,2021-12-31,finance,Tracy SA,CUW,55
36000,2021-12-31,creative,Fennimore International,TUV,92
143000,2022-07-07,infrastructure,Rodriguez Ltd,COM,85
188000,2022-10-11,infrastructure,Backhaus International,KOR,15
4000,2021-12-31,finance,Sparks International,TWN,44
43000,2021-12-31,retail,Banther International,NFK,33
37000,2023-01-01,infrastructure,Fitanides Ltd,BDI,12
181000,2026-04-01,manufacturing,Potts GmbH,CUB,11
46000,2023-01-01,creative,Jones PLC,BVT,34
115000,2021-12-31,creative,Howard GmbH,ISL,98
124000,2021-12-31,infrastructure,Hooker SA,UGA,1
71000,2022-07-07,finance,Calloway Inc,WSM,54
54000,2022-10-11,infrastructure,Reed PLC,POL,73
84000,2021-12-31,infrastructure,Ferrell PLC,WLF,61
115000,2022-07-07,infrastructure,Begor Ltd,ZWE,56
81000,2022-10-11,manufacturing,Cameron GmbH,IRN,87
54000,2026-04-01,retail,Valado GmbH,GLP,9
58000,2022-07-07,finance,Ramirez SA,PRY,34
128000,2022-07-07,finance,Rogers Ltd,KGZ,24
34000,2022-10-11,finance,Dye GmbH,BWA,99
63000,2022-07-07,manufacturing,Rosenblum Inc,BLZ,68
56000,2022-10-11,manufacturing,Timlin PLC,JEY,85
99000,2022-07-07,infrastructure,Foster Inc,UGA,19
137000,2026-04-01,manufacturing,Karg International,DOM,62
172000,2026-04-01,finance,Bale Inc,BHR,67
108000,2022-07-07,manufacturing,Brice PLC,MDV,41
152000,2023-01-01,creative,Street PLC,BMU,62
149000,2022-07-07,manufacturing,Terry International,BES,86
59000,2021-12-31,finance,Padron Ltd,GIN,32
77000,2021-12-31,creative,Marshall Inc,SGP,97
187000,2022-10-11,retail,Flynn Ltd,MRT,7
142000,2022-07-07,creative,Tran Inc,BEL,40
0000,2022-10-11,finance,Knapp Inc,TJK,52
191000,2022-07-07,manufacturing,Taylor International,CCK,27
133000,2021-12-31,retail,Gardner PLC,URY,80
153000,2026-04-01,creative,Middleton International,GRD,38
191000,2022-07-07,infrastructure,Sabatelli PLC,FRA,55
135000,2021-12-31,retail,Jones SA,PLW,52
111000,2022-07-07,manufacturing,League SA,SHN,38
95000,2021-12-31,manufacturing,Witters Ltd,HND,76
66000,2026-04-01,infrastructure,Paez International,GUF,27
189000,2021-12-31,manufacturing,Hood SA,SXM,52
160000,2022-10-11,manufacturing,Hunter SA,ISL,32
169000,2023-01-01,creative,Ingram PLC,IOT,68
141000,2021-12-31,infrastructure,Conner SA,CHN,45
56000,2022-07-07,manufacturing,Herring International,LUX,53
181000,2022-07-07,retail,Sanchez Inc,SPM,82
99000,2021-12-31,infrastructure,Rataj International,KEN,77
185000,2021-12-31,manufacturing,Cardella International,VUT,8
192000,2022-07-07,creative,Plotner PLC,ARM,35
98000,2022-10-11,manufacturing,Morris GmbH,KEN,100
25000,2021-12-31,creative,Turner Ltd,SUR,60
3000,2021-12-31,infrastructure,Taylor GmbH,ALA,5
185000,2021-12-31,creative,Wooten PLC,ROU,42
186000,2026-04-01,infrastructure,Wallick GmbH,SXM,56
166000,2026-04-01,infrastructure,Nicolosi PLC,NFK,13
198000,2023-01-01,finance,Booth GmbH,ASM,18
151000,2026-04-01,infrastructure,Rzeszutko PLC,FJI,85
26000,2021-12-31,creative,Spicer Inc,KOR,98
153000,2021-12-31,retail,Gaston PLC,PAN,25
59000,2022-10-11,retail,Conrad SA,LCA,10
143000,2022-10-11,infrastructure,Born PLC,GTM,47
109000,2022-07-07,infrastructure,Kleinschmidt PLC,FIN,13
187000,2022-07-07,finance,Mosher Inc,NGA,25
118000,2023-01-01,manufacturing,Frazer GmbH,AFG,77
169000,2022-10-11,creative,Rock PLC,JPN,7
110000,2022-07-07,finance,Knight Inc,BVT,70
69000,2026-04-01,manufacturing,Osullivan International,KHM,24
92000,2021-12-31,creative,Evans SA,SLB,19
63000,2021-12-31,retail,Hutchinson Ltd,IDN,1
40000,2023-01-01,creative,Baxter International,MRT,49
161000,2023-01-01,manufacturing,Redding Inc,TLS,77
97000,2022-10-11,infrastructure,Boyd GmbH,GEO,52
42000,2022-07-07,retail,Cleveland International,JOR,99
199000,2023-01-01,finance,Giroux PLC,TUV,11
116000,2026-04-01,finance,Holley SA,SVN,10
113000,2021-12-31,retail,Grist PLC,BTN,50
173000,2023-01-01,finance,Bunker PLC,EST,62
172000,2022-07-07,retail,Briscoe GmbH,ATG,79
80000,2021-12-31,infrastructure,Horn GmbH,CIV,44
100000,2022-10-11,infrastructure,Leonard Inc,DNK,32
40000,2023-01-01,infrastructure,Newton PLC,IDN,92
12000,2022-07-07,retail,Peters GmbH,SMR,66
165000,2023-01-01,infrastructure,Alexander International,JEY,27
35000,2023-01-01,retail,Hunter International,TZA,16
78000,2023-01-01,finance,Walker Ltd,VGB,7
53000,2022-07-07,manufacturing,Sanville Ltd,CHE,28
41000,2022-10-11,finance,Hudson Inc,LIE,6
145000,2021-12-31,infrastructure,Cullum Ltd,ISR,24
128000,2021-12-31,infrastructure,Leal GmbH,VNM,82
149000,2023-01-01,retail,Hall GmbH,GTM,20
0000,2023-01-01,infrastructure,Asbill PLC,IRL,34
97000,2023-01-01,infrastructure,Lora International,UGA,18
104000,2021-12-31,manufacturing,Ferrara Inc,ISR,80
134000,2022-07-07,creative,Babcock Inc,MHL,42
76000,2022-10-11,retail,Cucco PLC,DNK,61
75000,2021-12-31,infrastructure,Mcdonald Ltd,OMN,85
10000,2026-04-01,infrastructure,Hopkins PLC,NOR,32
10000,2023-01-01,finance,Harris SA,VUT,15
78000,2023-01-01,retail,Craft PLC,GNQ,43
14000,2021-12-31,retail,Richardson Ltd,MNG,58
120000,2026-04-01,creative,Pralle GmbH,MRT,66
149000,2021-12-31,finance,Schattner GmbH,LAO,15
7000,2021-12-31,creative,Walker PLC,ARM,8
55000,2026-04-01,infrastructure,Ceja GmbH,LBR,25
38000,2022-07-07,creative,Diaz International,GAB,46
15000,2026-04-01,infrastructure,Armijo PLC,KNA,40
15000,2026-04-01,manufacturing,Gillam PLC,AUT,5
162000,2026-04-01,retail,Dill Inc,CMR,2
147000,2026-04-01,retail,Hosey Inc,AFG,17
1000,2021-12-31,manufacturing,Muddaththir PLC,MYT,89
188000,2021-12-31,infrastructure,Mattox GmbH,BVT,26
155000,2021-12-31,creative,Loftin Inc,SUR,11
42000,2021-12-31,creative,Patterson GmbH,TZA,55
15000,2026-04-01,finance,Mears International,HMD,51
1000,2022-07-07,finance,Kokoska International,JPN,99
12000,2023-01-01,creative,Wilson GmbH,FIN,26
177000,2022-07-07,infrastructure,Daniel GmbH,CIV,58
6000,2022-07-07,manufacturing,Mahr International,SDN,68
157000,2026-04-01,infrastructure,Cummings GmbH,MDG,79
84000,2022-10-11,creative,Ledet International,JAM,14
129000,2026-04-01,creative,Palmer SA,CIV,41
10000,2023-01-01,manufacturing,Bagwell International,ATA,28
131000,2022-07-07,infrastructure,Carroll GmbH,KWT,84
146000,2021-12-31,finance,Sydow PLC,CRI,48
95000,2023-01-01,manufacturing,Pesso SA,YEM,42
142000,2022-10-11,creative,Dupes PLC,CYM,20
111000,2026-04-01,retail,Rodriguez GmbH,VUT,77
90000,2021-12-31,retail,Olsen GmbH,TCA,68
78000,2021-12-31,infrastructure,Blevins Inc,AIA,41
27000,2022-07-07,creative,Hermans PLC,ASM,46
199000,2026-04-01,creative,Hall International,QAT,53
54000,2021-12-31,retail,Bennett International,CHN,70
77000,2022-07-07,retail,Syphers SA,LUX,69
6000,2022-07-07,finance,Mcclintic GmbH,TUN,26
79000,2022-10-11,creative,Owens Ltd,ARE,97
26000,2022-07-07,manufacturing,Verhoeven Ltd,CHN,74
103000,2021-12-31,manufacturing,Fletcher SA,PSE,24
88000,2023-01-01,finance,Meadows International,ESH,42
73000,2021-12-31,finance,Brandi GmbH,MNG,34
120000,2022-07-07,retail,Jenkins SA,GRC,61
54000,2021-12-31,manufacturing,Bedard PLC,BLZ,46
49000,2023-01-01,finance,Pestana Inc,LCA,60
132000,2021-12-31,manufacturing,Criss PLC,NLD,68
123000,2026-04-01,creative,Stoops PLC,STP,75
155000,2021-12-31,manufacturing,Cook PLC,SLV,33
75000,2022-07-07,infrastructure,Ulrich SA,TLS,69
161000,2023-01-01,finance,Key Inc,IRQ,75
56000,2023-01-01,finance,Santiago Ltd,ISR,30
19000,2023-01-01,infrastructure,Bailey Inc,URY,52
92000,2023-01-01,infrastructure,Stephens PLC,PER,85
43000,2022-10-11,retail,Sims Inc,IRQ,87
183000,2023-01-01,creative,King GmbH,YEM,1
5000,2021-12-31,creative,Bergquist PLC,CYP,59
72000,2026-04-01,retail,Church Inc,MLT,51
190000,2021-12-31,infrastructure,Cheung GmbH,HND,1
68000,2022-10-11,creative,Fox Ltd,ASM,14
175000,2026-04-01,manufacturing,Sharp Inc,TGO,64
167000,2026-04-01,manufacturing,Santos GmbH,IOT,35
177000,2026-04-01,creative,Wood PLC,BMU,44
190000,2021-12-31,finance,Williamson PLC,ZWE,17
23000,2022-07-07,manufacturing,Pickering International,USA,54
60000,2022-07-07,finance,Rollison International,SUR,80
42000,2026-04-01,creative,Blankenship SA,MNE,18
97000,2023-01-01,creative,Juarez SA,AZE,85
147000,2022-07-07,retail,Majors Ltd,UZB,15
166000,2022-07-07,retail,Lafleur SA,MYS,86
26000,2022-07-07,creative,Terrell International,NZL,40
195000,2021-12-31,creative,Stockton SA,TJK,99
25000,2026-04-01,creative,Irvine Ltd,CAF,88
102000,2022-10-11,finance,Freed SA,NRU,69
165000,2026-04-01,retail,Ernst GmbH,BMU,68
157000,2026-04-01,creative,Seabrooke Ltd,CUW,33
126000,2022-07-07,infrastructure,Henderlite Ltd,BMU,33
5000,2022-10-11,retail,Stackhouse Ltd,BRN,86
89000,2023-01-01,retail,Earley Inc,CUB,100
74000,2021-12-31,manufacturing,Boykins Inc,PRI,60
86000,2023-01-01,manufacturing,Austin GmbH,PNG,67
147000,2023-01-01,retail,Coca Ltd,GGY,100
184000,2023-01-01,creative,Lucius Ltd,ETH,86
30000,2022-07-07,finance,Valdes GmbH,PNG,44
157000,2022-10-11,infrastructure,Tyner International,HRV,46
144000,2021-12-31,creative,Burns Ltd,FSM,21
127000,2022-10-11,manufacturing,Silva Inc,MOZ,90
58000,2026-04-01,infrastructure,Tirado Inc,CRI,74
101000,2022-10-11,finance,Dias Inc,DNK,40
165000,2026-04-01,manufacturing,Friedman PLC,GUM,30
144000,2021-12-31,infrastructure,Johnson Ltd,ARG,57
117000,2022-10-11,finance,Smalls International,TTO,55
74000,2026-04-01,creative,Dangerfield SA,FRO,62
170000,2026-04-01,creative,Morris SA,NAM,18
27000,2026-04-01,creative,Mccage PLC,HUN,40
197000,2022-07-07,retail,Caldwell Inc,GRL,47
64000,2022-10-11,finance,Torres Inc,KWT,46
23000,2023-01-01,retail,Vega PLC,SXM,53
134000,2023-01-01,infrastructure,Rohr PLC,PRY,4
14000,2022-10-11,creative,Oldham International,NRU,77
47000,2022-07-07,finance,Johnson Inc,NPL,62
179000,2022-07-07,retail,Holman GmbH,MEX,11
172000,2026-04-01,finance,Plourd International,ESP,94
0000,2021-12-31,creative,Stone Ltd,AIA,22
90000,2021-12-31,retail,Kearney GmbH,ROU,24
77000,2026-04-01,retail,Kimbrough GmbH,IMN,5
49000,2022-07-07,manufacturing,Johnson GmbH,SWZ,93
171000,2022-07-07,infrastructure,Small SA,MLT,74
154000,2022-10-11,manufacturing,Carney Inc,NGA,100
197000,2021-12-31,infrastructure,Morales PLC,FRA,13
138000,2023-01-01,creative,Davies Ltd,NER,56
74000,2023-01-01,finance,Angle Inc,SJM,95
